account_id,name,risk_score,dpd,total_debt,due_date,loan_type,region,last_payment_date,payment_frequency,partial_payments_count,payment_channel,last_contact_channel,response_time_avg,bot_interaction_score,call_pickup_rate,occupation_type,region_income_level,loan_purpose,stage_last_contacted,touchpoints_count,recommended_next_action,age,monthly_income,last_payment_days_ago,contact_channel,response_behavior,risk_level,dpd_bucket,income_level,ai_risk_score
ACC0491,Ying,0.45,14,59079,2025-06-24,Car Loan,South,2025-06-20,Weekly,3,ATM,Email,29,0.93,0.32,Unemployed,Medium,Consumption,Stage 0,7,Call,20,30346,36,None,Slow,Medium,8–30,Mid,0.88
ACC0492,Pim,0.73,22,98270,2025-06-22,Credit Card,Bangkok,2025-05-18,Monthly,1,ATM,LINE,41,0.54,0.94,Freelancer,High,Investment,Stage 2,3,Call,48,28369,81,None,Ignored,Medium,8–30,Mid,0.54
ACC0493,Aom,0.68,13,25446,2025-06-23,Home Loan,Central,2025-06-22,Weekly,0,LINE,Phone,64,0.91,0.26,Unemployed,Low,Investment,Stage 0,1,Send SMS,25,64610,80,SMS,Ignored,Low,8–30,High,0.7
ACC0494,Tida,0.51,14,30967,2025-07-05,Car Loan,North,2025-05-11,Irregular,1,BankBranch,LINE,28,0.49,0.49,Business Owner,High,Consumption,Stage 1,3,Send SMS,36,38132,11,Voice,Responsive,High,8–30,Mid,0.89
ACC0495,Malee,0.25,21,23384,2025-06-16,Credit Card,Central,2025-07-08,Irregular,3,LINE,Phone,8,0.18,0.36,Unemployed,Medium,Emergency,Stage 0,8,LINE Bot,23,68259,86,None,Ignored,High,8–30,High,0.52
ACC0496,Aom,0.87,13,99318,2025-08-04,SME Loan,Northeast,2025-05-31,Monthly,4,ATM,Email,42,0.2,0.36,Salaried,Medium,Investment,Stage 1,10,Escalate,60,44961,86,Voice,Ignored,Medium,8–30,High,0.57
ACC0497,Chutima,0.28,26,79739,2025-07-04,Home Loan,South,2025-05-26,Irregular,0,LINE,Phone,26,0.12,0.99,Freelancer,High,Investment,Stage 0,8,Call,62,73621,3,LINE,Ignored,Low,8–30,High,0.7
ACC0498,Nok,0.99,29,66179,2025-06-23,Car Loan,North,2025-06-24,Monthly,0,ATM,Phone,38,0.78,0.91,Unemployed,Low,Investment,Stage 0,5,Escalate,18,52161,39,Voice,Slow,Low,8–30,High,0.69
ACC0499,Somchai,0.91,16,83873,2025-07-07,Home Loan,Northeast,2025-06-27,Monthly,2,LINE,Email,47,0.02,0.01,Freelancer,Low,Investment,Stage 2,4,Call,51,75798,82,SMS,Slow,Low,8–30,High,0.65
ACC0500,Aom,0.31,24,60077,2025-07-06,Home Loan,South,2025-06-09,Monthly,0,MobileApp,Email,53,0.4,0.92,Business Owner,Medium,Investment,Stage 0,10,Call,55,33424,58,SMS,Slow,High,8–30,Mid,0.52
ACC0501,Golf,0.12,30,69511,2025-07-29,SME Loan,Northeast,2025-06-01,Irregular,5,MobileApp,Email,70,0.43,0.72,Business Owner,Medium,Consumption,Stage 1,7,LINE Bot,55,69786,54,Voice,Responsive,Medium,8–30,High,0.6
ACC0502,Pim,0.7,2,42062,2025-07-23,Car Loan,Northeast,2025-05-13,Irregular,1,MobileApp,Phone,22,0.99,0.67,Salaried,High,Consumption,Stage 2,3,Send SMS,36,39078,40,SMS,Ignored,Low,0–7,Mid,0.81
ACC0503,Pim,0.97,11,44611,2025-07-17,Home Loan,Northeast,2025-06-22,Irregular,2,BankBranch,LINE,35,0.9,0.65,Salaried,Low,Consumption,Stage 2,7,Escalate,35,46498,39,SMS,Slow,Low,8–30,High,0.71
ACC0504,Veera,0.8,16,43973,2025-06-15,Credit Card,Northeast,2025-07-02,Monthly,5,ATM,LINE,4,0.86,0.17,Business Owner,Low,Consumption,Stage 1,5,LINE Bot,53,77615,23,SMS,Slow,Low,8–30,High,0.99
ACC0505,Aom,0.35,13,62558,2025-06-25,Car Loan,Bangkok,2025-06-27,Irregular,0,ATM,Email,40,0.34,0.7,Unemployed,Medium,Emergency,Stage 1,6,Send SMS,34,18835,21,Voice,Ignored,High,8–30,Mid,0.89
ACC0506,Tida,0.07,23,98597,2025-07-13,Personal Loan,North,2025-06-13,Weekly,2,MobileApp,Email,55,0.16,0.26,Freelancer,Low,Investment,Stage 1,10,Call,53,45785,10,LINE,Ignored,Low,8–30,High,0.99
ACC0507,Somchai,0.23,16,6742,2025-06-13,Credit Card,Bangkok,2025-06-28,Irregular,4,LINE,SMS,17,0.84,0.88,Salaried,Low,Consumption,Stage 0,8,Escalate,37,64890,31,None,Responsive,Low,8–30,High,0.83
ACC0508,Tida,0.44,25,66973,2025-08-03,Car Loan,Bangkok,2025-07-09,Weekly,2,ATM,Email,31,0.19,0.73,Business Owner,High,Consumption,Stage 2,5,Call,52,54946,27,LINE,Slow,High,8–30,High,0.53
ACC0509,Tida,0.45,21,58953,2025-06-18,Home Loan,Bangkok,2025-05-30,Weekly,4,ATM,SMS,67,0.16,0.84,Unemployed,Medium,Emergency,Stage 1,5,LINE Bot,23,72535,69,Voice,Slow,High,8–30,High,0.57
ACC0510,Nok,0.41,13,52078,2025-08-01,SME Loan,South,2025-06-16,Monthly,2,BankBranch,Phone,36,0.12,0.48,Freelancer,Medium,Consumption,Stage 2,6,Send SMS,23,51840,71,LINE,Ignored,High,8–30,High,0.76
ACC0511,Tida,0.43,24,69901,2025-06-16,Car Loan,Central,2025-05-17,Weekly,2,BankBranch,Phone,26,0.58,0.49,Business Owner,Low,Consumption,Stage 0,6,Call,38,63782,61,Voice,Slow,Low,8–30,High,0.62
ACC0512,Somchai,0.39,19,14943,2025-07-02,Credit Card,Central,2025-05-24,Monthly,1,BankBranch,SMS,52,0.99,0.05,Salaried,Low,Consumption,Stage 0,1,Call,35,71829,22,Voice,Ignored,High,8–30,High,0.51
ACC0513,Golf,0.91,0,31358,2025-07-12,Car Loan,Bangkok,2025-07-04,Irregular,0,BankBranch,Phone,46,0.04,0.03,Unemployed,Medium,Consumption,Stage 1,1,Call,25,35235,52,LINE,Responsive,High,0–7,Mid,0.57
ACC0514,Ploy,0.93,20,54511,2025-08-08,Credit Card,Northeast,2025-05-15,Monthly,3,MobileApp,LINE,26,0.2,0.27,Unemployed,High,Emergency,Stage 2,2,Call,37,50078,77,SMS,Slow,Medium,8–30,High,0.88
ACC0515,Anan,0.51,5,71821,2025-06-25,Home Loan,South,2025-06-10,Irregular,5,LINE,LINE,38,0.3,0.06,Freelancer,Medium,Investment,Stage 2,10,Call,45,28998,3,LINE,Ignored,Low,0–7,Mid,0.74
ACC0516,Somsak,0.68,0,34654,2025-07-30,Personal Loan,North,2025-05-21,Monthly,0,MobileApp,Phone,49,0.89,0.84,Salaried,High,Emergency,Stage 0,1,LINE Bot,20,20596,40,Voice,Responsive,High,0–7,Mid,0.62
ACC0517,Somsak,0.57,28,51080,2025-06-16,SME Loan,Northeast,2025-07-01,Weekly,4,LINE,LINE,20,0.1,0.94,Unemployed,Low,Investment,Stage 0,6,Call,25,42931,85,Voice,Ignored,Low,8–30,High,0.96
ACC0518,Somsak,0.11,28,22757,2025-07-29,Home Loan,Northeast,2025-06-20,Weekly,4,MobileApp,LINE,24,0.92,0.38,Salaried,High,Emergency,Stage 2,10,Send SMS,60,63068,18,None,Slow,Medium,8–30,High,0.7
ACC0519,Tida,0.86,11,47945,2025-07-10,SME Loan,Bangkok,2025-05-30,Irregular,0,BankBranch,SMS,10,0.21,0.41,Unemployed,Low,Consumption,Stage 0,10,Send SMS,47,20523,33,SMS,Ignored,Medium,8–30,Mid,0.73
ACC0520,Aom,0.76,30,59267,2025-07-09,Credit Card,North,2025-06-13,Weekly,2,BankBranch,SMS,48,0.98,0.86,Unemployed,High,Consumption,Stage 1,5,Send SMS,49,20342,21,None,Ignored,Low,8–30,Mid,0.78
ACC0521,Somchai,0.32,13,21834,2025-06-11,Home Loan,Bangkok,2025-06-26,Irregular,0,LINE,LINE,72,0.9,0.75,Unemployed,High,Consumption,Stage 2,5,LINE Bot,61,62418,82,None,Slow,Medium,8–30,High,0.99
ACC0522,Aom,0.25,28,45069,2025-07-06,Credit Card,South,2025-05-26,Irregular,1,BankBranch,LINE,48,0.84,0.64,Business Owner,Medium,Emergency,Stage 0,2,LINE Bot,61,11905,85,LINE,Responsive,High,8–30,Low,0.99
ACC0523,Anan,0.9,22,12143,2025-07-19,Home Loan,South,2025-05-13,Weekly,4,LINE,Email,8,0.43,0.58,Unemployed,High,Investment,Stage 1,1,Send SMS,55,74920,49,None,Ignored,Low,8–30,High,0.76
ACC0524,Chutima,0.53,3,79097,2025-08-06,Personal Loan,Northeast,2025-06-07,Monthly,1,ATM,LINE,19,0.61,0.46,Freelancer,Low,Consumption,Stage 2,2,Escalate,21,54799,6,LINE,Slow,Medium,0–7,High,0.6
ACC0525,Ploy,0.66,23,11477,2025-06-16,Home Loan,Central,2025-05-17,Irregular,4,ATM,SMS,31,0.08,0.79,Unemployed,High,Emergency,Stage 1,7,LINE Bot,28,66897,14,Voice,Slow,High,8–30,High,0.65
ACC0526,Tida,0.27,15,51335,2025-08-07,Home Loan,Northeast,2025-05-21,Irregular,2,ATM,Phone,26,0.32,0.05,Unemployed,High,Investment,Stage 2,8,Call,19,62124,52,SMS,Responsive,High,8–30,High,0.88
ACC0527,Anan,0.74,2,48673,2025-07-03,Credit Card,Bangkok,2025-05-20,Irregular,1,LINE,LINE,14,0.86,0.73,Unemployed,Low,Investment,Stage 2,8,Send SMS,23,79400,33,Voice,Responsive,Medium,0–7,High,0.95
ACC0528,Veera,0.34,19,78441,2025-07-19,Credit Card,Bangkok,2025-06-24,Irregular,5,LINE,SMS,22,0.73,0.34,Salaried,Medium,Consumption,Stage 1,8,LINE Bot,47,36067,79,Voice,Ignored,High,8–30,Mid,0.51
ACC0529,Aom,0.86,0,11399,2025-07-14,Credit Card,Northeast,2025-07-05,Monthly,2,BankBranch,LINE,36,0.52,0.15,Unemployed,High,Investment,Stage 1,10,Escalate,24,48207,67,SMS,Responsive,Low,0–7,High,0.75
ACC0530,Ploy,0.94,20,85318,2025-07-13,Car Loan,South,2025-07-08,Monthly,5,LINE,Phone,29,0.54,0.82,Unemployed,Low,Investment,Stage 2,9,Call,61,11322,23,Voice,Ignored,Low,8–30,Low,0.7
ACC0531,Ying,0.51,22,23467,2025-07-21,Credit Card,North,2025-06-04,Weekly,4,BankBranch,Phone,41,0.49,0.52,Freelancer,High,Investment,Stage 1,8,Call,56,77725,9,LINE,Responsive,High,8–30,High,0.94
ACC0532,Somchai,0.49,29,50255,2025-07-09,Personal Loan,South,2025-05-12,Monthly,3,ATM,LINE,33,0.62,0.25,Salaried,High,Consumption,Stage 2,7,LINE Bot,64,45648,62,None,Slow,High,8–30,High,0.66
ACC0533,Aom,0.55,7,34157,2025-08-02,Car Loan,Central,2025-07-02,Irregular,2,BankBranch,LINE,13,0.38,0.07,Freelancer,High,Investment,Stage 0,1,LINE Bot,62,58820,52,None,Responsive,High,0–7,High,0.61
ACC0534,Chutima,0.74,20,30058,2025-06-24,Car Loan,North,2025-06-16,Irregular,1,ATM,LINE,42,0.97,0.44,Business Owner,Low,Emergency,Stage 1,5,Escalate,36,25985,69,None,Responsive,High,8–30,Mid,0.62
ACC0535,Pim,0.58,28,86299,2025-07-20,SME Loan,South,2025-06-17,Irregular,1,BankBranch,LINE,3,0.65,0.52,Unemployed,Low,Emergency,Stage 2,2,Escalate,29,79395,27,Voice,Responsive,High,8–30,High,0.56
ACC0536,Chutima,0.18,16,57832,2025-06-28,Personal Loan,Northeast,2025-06-23,Irregular,2,ATM,SMS,45,0.54,0.23,Salaried,Low,Investment,Stage 2,5,LINE Bot,56,46416,76,None,Slow,High,8–30,High,0.81
ACC0537,Pim,0.89,23,20056,2025-07-08,Personal Loan,Bangkok,2025-06-18,Irregular,1,MobileApp,SMS,5,0.47,0.43,Unemployed,Low,Investment,Stage 0,6,LINE Bot,56,51996,78,None,Ignored,Low,8–30,High,0.99
ACC0538,Chutima,0.43,4,28631,2025-06-13,Personal Loan,Bangkok,2025-06-04,Monthly,1,ATM,LINE,37,0.94,0.66,Business Owner,Low,Emergency,Stage 0,3,Escalate,30,15711,80,LINE,Responsive,Low,0–7,Mid,0.64
ACC0539,Pim,0.04,13,59754,2025-08-01,Credit Card,Bangkok,2025-05-21,Weekly,3,MobileApp,SMS,32,0.2,0.05,Unemployed,High,Emergency,Stage 2,7,Escalate,18,20616,84,Voice,Responsive,Low,8–30,Mid,0.75
ACC0540,Golf,0.19,26,29066,2025-06-19,Personal Loan,Bangkok,2025-05-30,Monthly,2,LINE,SMS,17,0.93,0.65,Freelancer,Medium,Consumption,Stage 2,9,LINE Bot,45,8672,44,LINE,Responsive,High,8–30,Low,0.52
ACC0541,Somsak,0.92,22,19635,2025-06-22,Personal Loan,North,2025-06-08,Weekly,0,LINE,Email,33,0.79,0.88,Unemployed,High,Consumption,Stage 0,10,LINE Bot,37,28006,13,LINE,Slow,Medium,8–30,Mid,1.0
ACC0542,Ying,0.55,10,96229,2025-06-16,SME Loan,North,2025-07-07,Weekly,1,LINE,SMS,9,0.98,0.13,Unemployed,Medium,Investment,Stage 0,1,Escalate,46,40655,57,LINE,Ignored,Low,8–30,High,0.82
ACC0543,Golf,0.77,14,94553,2025-07-02,Credit Card,Bangkok,2025-05-16,Weekly,5,MobileApp,Email,18,0.16,0.09,Unemployed,Medium,Emergency,Stage 1,6,Call,27,22961,46,None,Slow,High,8–30,Mid,0.7
ACC0544,Ying,0.39,22,78413,2025-07-02,Credit Card,Northeast,2025-06-28,Irregular,4,MobileApp,Phone,10,0.66,0.34,Freelancer,High,Investment,Stage 0,3,Escalate,61,44348,74,None,Slow,High,8–30,High,0.6
ACC0545,Aom,0.16,1,95735,2025-07-09,Personal Loan,Central,2025-06-19,Irregular,1,MobileApp,LINE,26,0.65,0.62,Freelancer,High,Consumption,Stage 2,10,Escalate,57,11706,34,SMS,Slow,Low,0–7,Low,0.57
ACC0546,Ploy,0.58,15,86174,2025-06-13,Credit Card,Bangkok,2025-06-18,Monthly,4,ATM,Email,55,0.95,0.65,Business Owner,Low,Consumption,Stage 0,2,LINE Bot,38,35202,20,LINE,Responsive,High,8–30,Mid,0.86
ACC0547,Tida,0.88,11,83068,2025-07-20,Home Loan,Northeast,2025-06-15,Monthly,0,MobileApp,Email,42,0.89,0.34,Salaried,Medium,Emergency,Stage 2,9,Call,25,73345,3,LINE,Responsive,Low,8–30,High,0.75
ACC0548,Aom,0.09,25,6362,2025-06-20,Car Loan,South,2025-05-22,Weekly,4,BankBranch,Email,70,0.09,0.81,Salaried,High,Consumption,Stage 1,9,Escalate,38,32393,26,None,Ignored,Low,8–30,Mid,0.97
ACC0549,Malee,0.07,27,90576,2025-08-01,Car Loan,North,2025-07-03,Monthly,0,MobileApp,SMS,15,0.28,0.55,Unemployed,Medium,Investment,Stage 0,2,Call,59,15978,67,None,Slow,Medium,8–30,Mid,0.92
ACC0550,Nok,0.74,10,79854,2025-07-14,Home Loan,South,2025-06-11,Weekly,2,ATM,LINE,50,0.73,0.64,Freelancer,High,Consumption,Stage 2,2,LINE Bot,58,69480,88,SMS,Ignored,Low,8–30,High,0.76
ACC0551,Nok,0.5,20,58395,2025-06-15,Car Loan,Bangkok,2025-05-11,Weekly,4,ATM,SMS,26,0.23,0.79,Business Owner,High,Emergency,Stage 2,2,LINE Bot,26,22124,50,None,Slow,Medium,8–30,Mid,0.82
ACC0552,Chutima,0.67,11,5169,2025-06-26,Home Loan,Bangkok,2025-06-18,Irregular,2,LINE,Email,13,0.77,0.43,Business Owner,Medium,Emergency,Stage 0,8,Send SMS,34,55461,5,Voice,Slow,Medium,8–30,High,0.85
ACC0553,Ying,0.56,28,86744,2025-07-21,Home Loan,Bangkok,2025-06-17,Monthly,5,ATM,Phone,57,0.23,0.68,Unemployed,Low,Emergency,Stage 0,3,LINE Bot,44,74921,1,None,Slow,High,8–30,High,0.72
ACC0554,Pim,0.23,28,95607,2025-07-09,SME Loan,South,2025-05-19,Irregular,2,ATM,SMS,65,0.42,0.44,Business Owner,Low,Investment,Stage 0,4,Escalate,59,66675,90,LINE,Slow,Low,8–30,High,0.93
ACC0555,Kittipong,0.56,16,95631,2025-06-30,Home Loan,North,2025-06-19,Monthly,0,LINE,Email,19,0.74,0.51,Freelancer,High,Emergency,Stage 0,1,LINE Bot,64,28256,59,None,Responsive,Medium,8–30,Mid,0.6
ACC0556,Tida,0.35,1,26155,2025-06-14,Car Loan,North,2025-06-23,Weekly,3,LINE,SMS,5,0.01,0.13,Unemployed,High,Consumption,Stage 0,10,LINE Bot,23,30199,82,LINE,Slow,Low,0–7,Mid,0.99
ACC0557,Pim,0.14,24,54973,2025-08-02,Home Loan,South,2025-06-19,Monthly,1,BankBranch,LINE,66,0.85,0.94,Business Owner,High,Consumption,Stage 0,1,Send SMS,40,53199,27,None,Responsive,High,8–30,High,0.86
ACC0558,Tida,0.87,7,31909,2025-07-06,Car Loan,South,2025-05-26,Monthly,3,ATM,LINE,12,0.25,0.36,Unemployed,Low,Consumption,Stage 2,5,Escalate,60,44426,37,SMS,Ignored,High,0–7,High,0.53
ACC0559,Anan,0.55,27,42599,2025-08-06,Personal Loan,Bangkok,2025-05-15,Weekly,5,BankBranch,Email,40,0.34,0.3,Salaried,High,Emergency,Stage 1,3,Send SMS,61,16608,72,Voice,Ignored,High,8–30,Mid,0.69
ACC0560,Somsak,0.35,29,95234,2025-06-23,Credit Card,Central,2025-05-22,Weekly,0,BankBranch,SMS,22,0.4,0.26,Salaried,Medium,Consumption,Stage 2,5,Escalate,19,24517,32,None,Slow,Low,8–30,Mid,0.97
ACC0561,Chutima,0.79,7,21348,2025-07-17,Personal Loan,Northeast,2025-05-11,Irregular,5,BankBranch,LINE,22,0.36,0.26,Freelancer,High,Investment,Stage 1,1,Escalate,52,39286,15,Voice,Ignored,Medium,0–7,Mid,0.87
ACC0562,Malee,0.59,16,99115,2025-07-24,Car Loan,Northeast,2025-06-08,Monthly,5,LINE,SMS,35,0.33,0.35,Unemployed,Low,Investment,Stage 2,5,Call,44,40325,60,SMS,Ignored,Low,8–30,High,0.6
ACC0563,Somchai,0.21,22,86895,2025-07-14,Home Loan,Bangkok,2025-06-10,Weekly,1,LINE,Email,38,0.22,0.77,Salaried,Low,Emergency,Stage 0,8,LINE Bot,58,79766,45,None,Slow,Low,8–30,High,0.65
ACC0564,Malee,0.79,14,37092,2025-07-14,Home Loan,North,2025-05-26,Monthly,0,ATM,SMS,33,0.92,0.46,Unemployed,Low,Consumption,Stage 1,10,Send SMS,59,61096,30,SMS,Ignored,High,8–30,High,0.72
ACC0565,Chutima,0.11,4,38944,2025-08-07,Credit Card,North,2025-06-29,Monthly,1,BankBranch,LINE,1,0.63,0.8,Salaried,Medium,Investment,Stage 1,8,Escalate,27,69494,65,None,Slow,High,0–7,High,0.68
ACC0566,Veera,0.04,24,8380,2025-06-26,Car Loan,Bangkok,2025-05-30,Weekly,2,LINE,SMS,7,0.4,0.36,Business Owner,High,Emergency,Stage 0,2,Call,34,15634,64,SMS,Responsive,Low,8–30,Mid,0.85
ACC0567,Aom,0.45,6,61880,2025-07-16,Car Loan,Northeast,2025-05-18,Monthly,2,BankBranch,LINE,39,0.5,0.35,Business Owner,Low,Consumption,Stage 1,8,Escalate,25,47132,18,SMS,Slow,High,0–7,High,0.84
ACC0568,Chutima,0.48,2,20986,2025-06-27,Credit Card,Central,2025-06-05,Irregular,0,ATM,SMS,63,0.99,0.31,Salaried,High,Investment,Stage 0,2,LINE Bot,45,43127,81,LINE,Responsive,High,0–7,High,0.77
ACC0569,Veera,0.86,7,91521,2025-07-07,Credit Card,Northeast,2025-05-12,Irregular,5,LINE,Phone,25,0.23,0.87,Unemployed,Low,Investment,Stage 2,7,LINE Bot,50,55796,45,LINE,Ignored,Medium,0–7,High,0.77
ACC0570,Somchai,0.18,27,84043,2025-07-01,SME Loan,Northeast,2025-06-18,Monthly,5,BankBranch,LINE,31,0.77,0.42,Salaried,Low,Consumption,Stage 0,7,Escalate,39,69730,52,None,Ignored,Medium,8–30,High,0.77
ACC0571,Somchai,0.23,24,70141,2025-06-29,Car Loan,Bangkok,2025-05-14,Monthly,2,ATM,Email,23,0.33,0.67,Unemployed,Medium,Consumption,Stage 2,10,Call,42,62748,37,LINE,Responsive,High,8–30,High,0.84
ACC0572,Golf,0.43,24,26367,2025-07-05,Credit Card,South,2025-05-14,Monthly,3,MobileApp,SMS,19,0.16,0.34,Salaried,Low,Consumption,Stage 1,2,LINE Bot,46,32676,68,None,Responsive,Medium,8–30,Mid,0.98
ACC0573,Ying,0.61,25,34603,2025-07-14,Credit Card,South,2025-06-03,Weekly,2,BankBranch,Phone,65,0.41,0.35,Freelancer,Low,Investment,Stage 0,2,LINE Bot,42,36140,57,SMS,Ignored,Medium,8–30,Mid,0.59
ACC0574,Malee,0.81,25,38919,2025-07-09,SME Loan,Bangkok,2025-06-22,Monthly,1,MobileApp,SMS,29,0.01,0.94,Salaried,Low,Emergency,Stage 1,10,Call,18,57864,71,SMS,Responsive,Medium,8–30,High,0.78
ACC0575,Anan,0.62,5,64571,2025-07-16,Credit Card,Northeast,2025-05-15,Weekly,0,BankBranch,SMS,34,0.11,0.47,Unemployed,High,Consumption,Stage 2,2,LINE Bot,46,36646,33,None,Responsive,Low,0–7,Mid,0.76
ACC0576,Golf,0.42,10,58412,2025-07-08,SME Loan,North,2025-06-05,Weekly,3,BankBranch,SMS,1,0.39,0.26,Unemployed,Low,Investment,Stage 0,4,Send SMS,31,61846,71,Voice,Responsive,High,8–30,High,0.82
ACC0577,Nok,0.3,17,68161,2025-07-16,Car Loan,North,2025-06-27,Irregular,5,ATM,SMS,43,0.63,0.48,Salaried,Medium,Consumption,Stage 1,1,Call,50,42906,15,Voice,Responsive,Medium,8–30,High,0.63
ACC0578,Pim,0.42,7,40536,2025-08-04,Car Loan,Central,2025-05-31,Monthly,3,LINE,Phone,37,0.85,0.88,Freelancer,Medium,Consumption,Stage 2,3,LINE Bot,56,58568,35,None,Slow,High,0–7,High,0.92
ACC0579,Aom,0.92,12,51754,2025-07-11,Car Loan,South,2025-06-08,Monthly,5,BankBranch,SMS,13,0.02,0.01,Freelancer,Low,Emergency,Stage 2,3,Call,23,67471,34,SMS,Responsive,Low,8–30,High,0.82
ACC0580,Golf,0.32,13,86344,2025-07-27,Personal Loan,North,2025-06-02,Irregular,5,BankBranch,SMS,40,0.68,0.49,Freelancer,Medium,Emergency,Stage 0,10,LINE Bot,61,24295,45,LINE,Responsive,Low,8–30,Mid,0.79
ACC0581,Malee,0.72,3,68537,2025-06-10,Personal Loan,Bangkok,2025-06-05,Weekly,0,MobileApp,Email,35,0.66,0.85,Freelancer,High,Emergency,Stage 1,5,Call,32,70978,36,LINE,Slow,Low,0–7,High,0.98
ACC0582,Aom,0.94,28,79420,2025-07-25,Credit Card,North,2025-07-03,Irregular,3,ATM,Email,37,0.63,0.64,Business Owner,High,Consumption,Stage 1,3,LINE Bot,28,68257,26,Voice,Ignored,Low,8–30,High,0.73
ACC0583,Pim,0.2,12,79619,2025-07-30,Personal Loan,Bangkok,2025-06-20,Irregular,0,MobileApp,Phone,27,0.97,0.87,Salaried,High,Consumption,Stage 0,8,Call,56,48530,87,LINE,Slow,Medium,8–30,High,0.77
ACC0584,Kittipong,0.2,29,90824,2025-08-05,Personal Loan,Central,2025-05-24,Weekly,5,ATM,Phone,28,0.07,0.01,Salaried,High,Emergency,Stage 2,2,Send SMS,49,12441,44,None,Responsive,Low,8–30,Low,0.63
ACC0585,Somchai,0.37,13,94277,2025-07-14,Credit Card,South,2025-06-16,Irregular,4,BankBranch,Phone,50,0.48,0.54,Freelancer,Medium,Investment,Stage 0,7,Call,59,73361,84,None,Slow,High,8–30,High,0.93
ACC0586,Tida,0.56,26,40849,2025-06-29,Home Loan,Northeast,2025-07-06,Irregular,3,ATM,Phone,7,0.14,0.73,Salaried,Low,Consumption,Stage 0,10,Escalate,40,13052,15,None,Responsive,Low,8–30,Low,0.69
ACC0587,Somchai,0.03,27,23387,2025-08-08,Credit Card,Northeast,2025-05-21,Weekly,3,BankBranch,Phone,37,0.75,0.69,Salaried,Low,Emergency,Stage 1,5,LINE Bot,32,70371,51,SMS,Slow,High,8–30,High,0.68
ACC0588,Ying,0.18,20,28208,2025-07-31,Credit Card,Central,2025-07-08,Irregular,1,BankBranch,LINE,49,0.68,0.64,Business Owner,High,Investment,Stage 0,6,Call,58,16843,88,LINE,Slow,High,8–30,Mid,0.69
ACC0589,Aom,0.62,30,25288,2025-07-20,Personal Loan,South,2025-06-10,Monthly,5,BankBranch,Email,22,0.04,0.67,Unemployed,Medium,Emergency,Stage 2,3,Send SMS,52,42987,50,None,Ignored,High,8–30,High,0.78
ACC0590,Golf,0.29,3,5865,2025-06-12,SME Loan,North,2025-07-03,Monthly,3,BankBranch,Phone,50,0.07,0.88,Unemployed,Medium,Consumption,Stage 1,10,Escalate,26,76329,19,LINE,Ignored,Low,0–7,High,0.98
ACC0591,Aom,0.23,18,59504,2025-06-21,SME Loan,Bangkok,2025-06-15,Irregular,2,MobileApp,LINE,66,0.29,0.93,Business Owner,High,Emergency,Stage 1,10,LINE Bot,58,10716,7,SMS,Slow,Medium,8–30,Low,0.9
ACC0592,Golf,0.66,20,89486,2025-06-19,Car Loan,South,2025-05-24,Monthly,4,ATM,LINE,36,0.64,0.38,Unemployed,Low,Investment,Stage 1,1,LINE Bot,38,14069,85,Voice,Slow,High,8–30,Low,0.81
ACC0593,Somchai,0.9,14,87061,2025-07-06,Car Loan,Bangkok,2025-05-23,Monthly,2,LINE,Phone,11,0.32,0.72,Unemployed,High,Consumption,Stage 0,3,Send SMS,49,13565,28,SMS,Responsive,Low,8–30,Low,0.93
ACC0594,Kittipong,0.02,5,76756,2025-07-10,Car Loan,Central,2025-06-28,Monthly,5,MobileApp,LINE,1,0.59,0.62,Business Owner,Low,Consumption,Stage 2,4,Escalate,29,76163,70,SMS,Ignored,Low,0–7,High,0.96
ACC0595,Somchai,0.29,13,59098,2025-07-22,Car Loan,Bangkok,2025-06-02,Weekly,5,BankBranch,Phone,2,0.46,0.38,Business Owner,Low,Emergency,Stage 2,7,LINE Bot,26,78878,13,None,Ignored,High,8–30,High,0.99
ACC0596,Aom,0.78,26,17085,2025-06-26,Personal Loan,Central,2025-06-10,Weekly,3,MobileApp,Phone,54,0.9,0.3,Salaried,Medium,Emergency,Stage 1,6,LINE Bot,32,44439,52,None,Ignored,Low,8–30,High,0.79
ACC0597,Chutima,0.92,18,80107,2025-06-21,Personal Loan,South,2025-06-18,Monthly,3,BankBranch,SMS,25,0.97,0.98,Business Owner,Low,Consumption,Stage 1,2,Escalate,29,51163,29,Voice,Ignored,Low,8–30,High,0.82
ACC0598,Somsak,0.24,2,36991,2025-07-06,Home Loan,Bangkok,2025-07-07,Monthly,5,MobileApp,Email,66,0.64,0.58,Business Owner,High,Emergency,Stage 1,10,Call,65,74606,58,Voice,Ignored,Low,0–7,High,0.56
ACC0599,Somsak,0.77,25,98413,2025-07-01,Home Loan,Bangkok,2025-05-13,Weekly,0,LINE,LINE,68,0.69,0.66,Unemployed,Low,Investment,Stage 2,4,Escalate,62,57746,42,Voice,Responsive,Medium,8–30,High,0.56
ACC0600,Chutima,0.63,24,29136,2025-07-06,SME Loan,North,2025-07-04,Irregular,2,ATM,Phone,14,0.64,0.59,Unemployed,High,Emergency,Stage 2,2,Send SMS,62,50570,68,LINE,Responsive,High,8–30,High,0.69
ACC0601,Veera,0.64,23,12828,2025-07-18,Home Loan,North,2025-06-03,Weekly,0,LINE,Phone,18,0.88,0.46,Business Owner,Medium,Emergency,Stage 2,4,Call,39,39183,21,SMS,Ignored,Low,8–30,Mid,0.72
